Tip, 0.6904751, -0.0006915925, , 0.9944404 
Tip, 0.6904751, -0.0006915925, , 0.9944404 
Tip, 0.5255395, 0.005297475, , 0.3280019 
Tip, 0.3325491, 0.02508651, , 0.9399651 
Tip, 0.6781499, 0.02019182, , 1.007396 
Tip, 0.6781499, 0.02019182, , 1.007396 
Tip, 0.6781499, 0.6800823, , 1.007396 
Tip, 0.8460481, -0.0006869119, , 0.9328574 
Tip, 0.8460481, -0.0006869119, , 0.9328574 
Tip, 0.8460481, 0.3639073, , 0.9328574 
Tip, 0.6904751, 0.01299994, , 0.9944404 
Tip, 0.6904751, 0.01299994, , 0.9944404 
Tip, 0.6904751, 0.01299994, , 0.9944404 
Tip, 0.6904751, 0.01299994, , 0.9944404 
Tip, 0.6904751, 0.3465945, , 0.9944404 
Tip, 0.6904751, 0.3465945, , 0.9944404 
Tip, 0.3569486, 0.3465945, , 0.9944404 
Tip, 0.3569486, -0.3211234, , 0.9944404 
Tip, 0.6071427, -0.3211234, , 0.9944404 
